LSOA_Code,Year,Vulnerable_Ratio,Population_Density,House_Price,Theft_Rate_per1k,Income_Score_rate,Employment_Score_rate,"Education,_Skills_and_Training_Score",Health_Deprivation_and_Disability_Score,Barriers_to_Housing_and_Services_Score,Living_Environment_Score,tran_poi_count,shop_poi_count
E01000425,2018,0.42528089887640447,4851.45816298719,522375.0,3.9325842696629216,0.041,0.039,8.465,-0.545,23.716,11.394,1,0
E01000425,2019,0.4348552338530067,4895.06677568819,547125.0,2.2271714922048997,0.041,0.039,8.465,-0.545,23.716,11.394,1,0
E01000426,2015,0.34415584415584416,6617.1875,268965.875,3.541912632821724,0.077,0.042,11.211,-0.843,23.027,29.847,6,17
E01000426,2016,0.3368731563421829,6621.09375,305444.75,4.129793510324483,0.077,0.042,11.211,-0.843,23.027,29.847,6,17
E01000426,2017,0.3414489311163896,6578.125,354873.125,2.375296912114014,0.077,0.042,11.211,-0.843,23.027,29.847,6,17
E01000426,2018,0.3327380952380952,6562.5,354436.875,3.571428571428571,0.077,0.042,11.211,-0.843,23.027,29.847,6,17
E01000426,2019,0.33433014354066987,6531.25,343875.0,9.569377990430622,0.077,0.042,11.211,-0.843,23.027,29.847,6,17
E01000427,2015,0.4142517814726841,5168.18070218512,293750.0,4.275534441805226,0.086,0.072,12.821,-0.936,27.715,17.632,2,3
E01000427,2016,0.41923076923076924,5106.80088386938,315695.625,4.807692307692308,0.086,0.072,12.821,-0.936,27.715,17.632,2,3
E01000427,2017,0.4125,5106.80088386938,375312.5,6.25,0.086,0.072,12.821,-0.936,27.715,17.632,2,3
E01000427,2018,0.4095796676441838,5023.32433095998,340500.0,2.932551319648094,0.086,0.072,12.821,-0.936,27.715,17.632,2,3
E01000427,2019,0.4091796875,5028.23471642524,361750.0,3.90625,0.086,0.072,12.821,-0.936,27.715,17.632,2,3
E01000428,2015,0.3865182436611008,1810.95307425243,241968.75,16.07915893630179,0.153,0.094,20.885,0.369,34.46,17.261,14,11
E01000428,2016,0.3902147971360382,1877.02990256467,286500.0,11.933174224343675,0.153,0.094,20.885,0.369,34.46,17.261,14,11
E01000428,2017,0.37636887608069164,1943.10673087691,211306.25,16.714697406340054,0.153,0.094,20.885,0.369,34.46,17.261,14,11
E01000428,2018,0.375,2051.74151640721,209500.0,13.100436681222707,0.153,0.094,20.885,0.369,34.46,17.261,14,11
E01000428,2019,0.3739967897271268,2093.17952738268,280250.0,12.306046013911182,0.153,0.094,20.885,0.369,34.46,17.261,14,11
E01000429,2015,0.34261501210653755,5339.3665158371,109687.5,6.658595641646489,0.257,0.187,30.708,0.498,49.187,18.42,3,2
E01000429,2016,0.354978354978355,5226.2443438914,136562.5,6.184291898577613,0.257,0.187,30.708,0.498,49.187,18.42,3,2
E01000429,2017,0.34796238244514105,5155.13897866839,180250.0,3.761755485893417,0.257,0.187,30.708,0.498,49.187,18.42,3,2
E01000429,2018,0.3536511768255884,5355.52682611506,215625.0,4.828002414001207,0.257,0.187,30.708,0.498,49.187,18.42,3,2
E01000429,2019,0.363049853372434,5510.66580478345,164375.0,7.624633431085044,0.257,0.187,30.708,0.498,49.187,18.42,3,2
E01000430,2015,0.3485309017223911,1304.8651507139,229811.875,7.598784194528876,0.128,0.081,14.003,-0.594,34.21,8.52,5,0
E01000430,2016,0.3505203405865657,1397.40877842411,255625.0,3.3112582781456954,0.128,0.081,14.003,-0.594,34.21,8.52,5,0
E01000430,2017,0.3430622009569378,1381.54415653093,286750.0,6.220095693779904,0.128,0.081,14.003,-0.594,34.21,8.52,5,0
E01000430,2018,0.3330106485963214,1365.67953463775,317375.0,6.292352371732817,0.128,0.081,14.003,-0.594,34.21,8.52,5,0
E01000430,2019,0.33848382423949785,1368.98466419883,297000.0,6.277160791887977,0.128,0.081,14.003,-0.594,34.21,8.52,5,0
E01000431,2015,0.36577181208053694,12204.7781569965,216000.0,12.863534675615213,0.256,0.161,30.508,0.225,40.702,18.596,2,1
E01000431,2016,0.38169642857142855,12232.0819112628,231437.5,4.464285714285714,0.256,0.161,30.508,0.225,40.702,18.596,2,1
E01000431,2017,0.36686714051394204,12484.6416382252,289875.0,6.560962274466921,0.256,0.161,30.508,0.225,40.702,18.596,2,1
E01000431,2018,0.35294117647058826,10791.8088737201,272875.0,5.0600885515496525,0.256,0.161,30.508,0.225,40.702,18.596,2,1
E01000431,2019,0.3508005822416303,9378.83959044368,300000.0,5.094614264919942,0.256,0.161,30.508,0.225,40.702,18.596,2,1
E01000433,2015,0.37552083333333336,6169.66580976863,198106.25,9.895833333333332,0.224,0.162,28.709,0.601,36.153,19.367,12,2
E01000433,2016,0.36853110297961317,6147.17223650385,221500.0,11.500261369576581,0.224,0.162,28.709,0.601,36.153,19.367,12,2
E01000433,2017,0.3555787278415016,6163.23907455012,266000.0,18.769551616266945,0.224,0.162,28.709,0.601,36.153,19.367,12,2
E01000433,2018,0.3553590010405827,6176.09254498714,299875.0,13.52757544224766,0.224,0.162,28.709,0.601,36.153,19.367,12,2
E01000433,2019,0.3491002570694087,6250.0,309312.5,8.226221079691516,0.224,0.162,28.709,0.601,36.153,19.367,12,2
E01000434,2015,0.35749690210656754,1042.83775925566,229250.0,4.956629491945477,0.239,0.18,52.524,0.629,34.138,18.222,3,0
E01000434,2016,0.3478787878787879,1066.09808102345,266500.0,4.242424242424243,0.239,0.18,52.524,0.629,34.138,18.222,3,0
E01000434,2017,0.3435804701627486,1071.9131614654,284750.0,7.836045810729355,0.239,0.18,52.524,0.629,34.138,18.222,3,0
E01000434,2018,0.3382084095063985,1060.2830005815,282750.0,5.484460694698354,0.239,0.18,52.524,0.629,34.138,18.222,3,0
E01000434,2019,0.3402439024390244,1059.6368805324,282750.0,4.878048780487805,0.239,0.18,52.524,0.629,34.138,18.222,3,0
E01000435,2015,0.3867047891350965,7985.15981735159,236562.5,48.60614724803431,0.205,0.123,32.203,-0.158,41.706,19.646,2,1
E01000435,2016,0.3802228412256267,8196.34703196347,231250.0,36.908077994428965,0.205,0.123,32.203,-0.158,41.706,19.646,2,1
E01000435,2017,0.3749128919860627,8190.63926940639,288500.0,41.811846689895475,0.205,0.123,32.203,-0.158,41.706,19.646,2,1
E01000435,2018,0.3775017253278123,8270.54794520548,303750.0,34.50655624568668,0.205,0.123,32.203,-0.158,41.706,19.646,2,1
E01000435,2019,0.3747440273037543,8361.87214611872,318125.0,49.829351535836174,0.205,0.123,32.203,-0.158,41.706,19.646,2,1
E01000436,2015,0.39566236811254396,6156.62215806568,379750.0,0.5861664712778428,0.037,0.039,13.009,-1.169,13.039,14.9,4,11
E01000436,2016,0.40127020785219397,6250.45110068567,410874.875,1.7321016166281755,0.037,0.039,13.009,-1.169,13.039,14.9,4,11
E01000436,2017,0.4028985507246377,6225.18946228798,415312.125,1.1594202898550725,0.037,0.039,13.009,-1.169,13.039,14.9,4,11
E01000436,2018,0.413472706155633,6214.36304583182,438562.5,1.1614401858304297,0.037,0.039,13.009,-1.169,13.039,14.9,4,11
E01000436,2019,0.4153757888697648,6290.1479610249,437625.0,1.1474469305794606,0.037,0.039,13.009,-1.169,13.039,14.9,4,11
E01000437,2015,0.3447272727272727,5167.23036452461,305750.0,1.4545454545454544,0.089,0.066,19.26,-0.314,20.571,16.685,2,0
E01000437,2016,0.33955491744436467,5234.87410747839,319925.0,4.3072505384063176,0.089,0.066,19.26,-0.314,20.571,16.685,2,0
E01000437,2017,0.3362509117432531,5152.19842164599,350400.0,2.917578409919767,0.089,0.066,19.26,-0.314,20.571,16.685,2,0
E01000437,2018,0.3442622950819672,5043.21683577602,388625.0,2.235469448584203,0.089,0.066,19.26,-0.314,20.571,16.685,2,0
E01000437,2019,0.3415877640203933,5159.7143930853,379375.0,1.4566642388929352,0.089,0.066,19.26,-0.314,20.571,16.685,2,0
E01000438,2015,0.3241013553329405,9268.15947569634,242000.0,2.3571007660577488,0.09,0.056,23.391,-0.719,20.997,25.78,0,1
E01000438,2016,0.331986143187067,9459.31185144729,284875.0,2.886836027713626,0.09,0.056,23.391,-0.719,20.997,25.78,0,1
E01000438,2017,0.33640552995391704,9481.1578372474,315875.0,4.032258064516129,0.09,0.056,23.391,-0.719,20.997,25.78,0,1
E01000438,2018,0.35751295336787564,9486.61933369743,330812.5,3.454231433506045,0.09,0.056,23.391,-0.719,20.997,25.78,0,1
E01000438,2019,0.3708838821490468,9453.85035499726,323375.0,2.8885037550548818,0.09,0.056,23.391,-0.719,20.997,25.78,0,1
E01000439,2015,0.3478561549100968,5733.54480570975,246999.375,34.57814661134164,0.157,0.116,28.584,-0.385,20.007,28.788,10,35
E01000439,2016,0.3603542234332425,5820.77716098334,294875.0,23.841961852861036,0.157,0.116,28.584,-0.385,20.007,28.788,10,35
E01000439,2017,0.370242214532872,5729.57969865186,300000.0,31.833910034602077,0.157,0.116,28.584,-0.385,20.007,28.788,10,35
E01000439,2018,0.37219101123595505,5646.31245043616,319500.0,22.47191011235955,0.157,0.116,28.584,-0.385,20.007,28.788,10,35
E01000439,2019,0.3686411149825784,5689.92862807295,317875.0,26.4808362369338,0.157,0.116,28.584,-0.385,20.007,28.788,10,35
E01000440,2015,0.3766879886282871,5821.26603227141,344125.0,3.5536602700781805,0.037,0.046,20.482,-1.398,16.176,17.621,2,0
E01000440,2016,0.3798177995795375,5904.01323955316,375250.0,0.7007708479327259,0.037,0.046,20.482,-1.398,16.176,17.621,2,0
E01000440,2017,0.3829634931997137,5779.89242863053,415375.0,0.7158196134574087,0.037,0.046,20.482,-1.398,16.176,17.621,2,0
E01000440,2018,0.38979447200566975,5837.81547372776,423333.3333333333,2.834868887313962,0.037,0.046,20.482,-1.398,16.176,17.621,2,0
E01000440,2019,0.3789855072463768,5709.55730244104,402737.5,0.7246376811594203,0.037,0.046,20.482,-1.398,16.176,17.621,2,0
E01000441,2015,0.3534688995215311,7099.78768577494,258125.0,14.952153110047847,0.215,0.136,31.82,0.227,25.151,16.815,0,7
E01000441,2016,0.35962877030162416,7320.59447983014,282000.0,20.301624129930392,0.215,0.136,31.82,0.227,25.151,16.815,0,7
E01000441,2017,0.3676721684689812,7460.72186836518,295312.5,12.521343198634035,0.215,0.136,31.82,0.227,25.151,16.815,0,7
E01000441,2018,0.367152466367713,7575.37154989384,304312.5,9.52914798206278,0.215,0.136,31.82,0.227,25.151,16.815,0,7
E01000441,2019,0.3588732394366197,7537.15498938428,299062.5,11.267605633802818,0.215,0.136,31.82,0.227,25.151,16.815,0,7
E01000442,2015,0.3819485953377167,5442.42029928432,309125.0,2.988643156007173,0.093,0.078,22.117,-0.759,21.88,17.986,7,0
E01000442,2016,0.3775689958896066,5540.01301236174,352875.0,4.110393423370522,0.093,0.078,22.117,-0.759,21.88,17.986,7,0
E01000442,2017,0.3776470588235294,5530.253741054,360250.0,1.7647058823529413,0.093,0.078,22.117,-0.759,21.88,17.986,7,0
E01000442,2018,0.375,5569.29082628497,397861.875,0.5841121495327103,0.093,0.078,22.117,-0.759,21.88,17.986,7,0
E01000442,2019,0.3819124423963134,5647.3649967469,398225.0,0.576036866359447,0.093,0.078,22.117,-0.759,21.88,17.986,7,0
E01000443,2015,0.36243180046765394,4685.90211833455,323750.0,5.455962587685113,0.1,0.1,17.594,-0.033,26.372,23.621,3,0
E01000443,2016,0.3625285605483625,4795.47114682249,359000.0,2.284843869002285,0.1,0.1,17.594,-0.033,26.372,23.621,3,0
E01000443,2017,0.3606060606060606,4821.03725346968,401873.75,1.5151515151515151,0.1,0.1,17.594,-0.033,26.372,23.621,3,0
E01000443,2018,0.37293233082706767,4857.56026296566,382874.375,4.511278195488722,0.1,0.1,17.594,-0.033,26.372,23.621,3,0
E01000443,2019,0.3778110944527736,4872.16946676406,391750.0,2.998500749625187,0.1,0.1,17.594,-0.033,26.372,23.621,3,0
E01000444,2015,0.4051312649164678,1214.75683119518,482875.0,1.7899761336515514,0.029,0.043,5.754,-1.493,26.486,14.944,7,5
E01000444,2016,0.4141048824593128,1202.43531202435,544000.0,3.6166365280289328,0.029,0.043,5.754,-1.493,26.486,14.944,7,5
E01000444,2017,0.41721458457860133,1212.58244545915,558125.0,0.0,0.029,0.043,5.754,-1.493,26.486,14.944,7,5
E01000444,2018,0.41560024375380866,1189.38899760817,602875.0,1.2187690432663012,0.029,0.043,5.754,-1.493,26.486,14.944,7,5
E01000444,2019,0.4104750304506699,1190.11379285351,628750.0,2.4360535931790497,0.029,0.043,5.754,-1.493,26.486,14.944,7,5
E01000445,2015,0.43026706231454004,2850.13531799729,401875.0,11.275964391691394,0.032,0.031,11.348,-1.253,22.305,12.192,6,12
E01000445,2016,0.43105446118192353,2919.48579161028,407500.0,10.428736964078794,0.032,0.031,11.348,-1.253,22.305,12.192,6,12
E01000445,2017,0.4235429890363531,2931.32611637347,450250.0,16.156953260242354,0.032,0.031,11.348,-1.253,22.305,12.192,6,12
E01000445,2018,0.42939814814814814,2922.86874154262,454750.0,7.523148148148148,0.032,0.031,11.348,-1.253,22.305,12.192,6,12
E01000445,2019,0.4245391705069124,2936.40054127198,454687.5,13.248847926267281,0.032,0.031,11.348,-1.253,22.305,12.192,6,12
E01000446,2015,0.329923273657289,5583.72009996429,295375.0,3.19693094629156,0.037,0.035,12.405,-0.71,15.506,18.44,0,1
E01000446,2016,0.32358550540368725,5615.8514816137,334062.5,1.2714558169103625,0.037,0.035,12.405,-0.71,15.506,18.44,0,1
E01000446,2017,0.3255208333333333,5483.75580149946,350875.0,1.953125,0.037,0.035,12.405,-0.71,15.506,18.44,0,1
E01000446,2018,0.3372168284789644,5515.88718314887,352750.0,1.2944983818770226,0.037,0.035,12.405,-0.71,15.506,18.44,0,1
E01000446,2019,0.34234234234234234,5548.01856479828,363125.0,2.574002574002574,0.037,0.035,12.405,-0.71,15.506,18.44,0,1
E01000447,2015,0.35342465753424657,1840.6454866364,293383.75,11.506849315068493,0.071,0.047,6.153,-0.727,19.879,23.184,12,38
E01000447,2016,0.3472958642629905,1902.16843166918,320187.5,14.316012725344645,0.071,0.047,6.153,-0.727,19.879,23.184,12,38
E01000447,2017,0.35118434603501547,1958.64851235501,348125.0,15.962924819773429,0.071,0.047,6.153,-0.727,19.879,23.184,12,38
E01000447,2018,0.3461934156378601,1960.66565809379,358125.0,11.31687242798354,0.071,0.047,6.153,-0.727,19.879,23.184,12,38
E01000447,2019,0.3345159655347187,1989.9142713061,364812.5,20.780537252914343,0.071,0.047,6.153,-0.727,19.879,23.184,12,38
E01000448,2015,0.4241329479768786,3038.41931942919,468750.0,1.445086705202312,0.026,0.028,3.883,-1.029,13.282,11.678,4,0
E01000448,2016,0.4199134199134199,3042.81009879253,556125.0,5.050505050505051,0.026,0.028,3.883,-1.029,13.282,11.678,4,0
E01000448,2017,0.4240875912408759,3007.68386388584,632500.0,1.4598540145985401,0.026,0.028,3.883,-1.029,13.282,11.678,4,0
E01000448,2018,0.4149560117302053,2994.51152579582,626250.0,1.466275659824047,0.026,0.028,3.883,-1.029,13.282,11.678,4,0
E01000448,2019,0.4156804733727811,2968.1668496158,507500.0,2.9585798816568047,0.026,0.028,3.883,-1.029,13.282,11.678,4,0
E01000449,2015,0.43106796116504853,3383.70565045992,429062.5,2.588996763754045,0.028,0.034,4.298,-0.824,15.363,13.959,5,0
E01000449,2016,0.4339502233567326,3431.88786684187,483437.5,0.6381620931716656,0.028,0.034,4.298,-0.824,15.363,13.959,5,0
E01000449,2017,0.43149807938540335,3420.9373631187,466625.0,3.201024327784891,0.028,0.034,4.298,-0.824,15.363,13.959,5,0
E01000449,2018,0.43075941289087427,3431.88786684187,423125.0,8.296107211231652,0.028,0.034,4.298,-0.824,15.363,13.959,5,0
E01000449,2019,0.43617703656189866,3414.3670608848,486875.0,7.055805003207183,0.028,0.034,4.298,-0.824,15.363,13.959,5,0
E01000450,2015,0.3685356559608057,8014.83420593368,332000.0,1.633097441480675,0.123,0.103,19.042,-0.456,25.716,15.171,4,0
E01000450,2016,0.36103615758229896,8084.64223385689,335125.0,3.237992444684296,0.123,0.103,19.042,-0.456,25.716,15.171,4,0
E01000450,2017,0.3656836461126005,8136.9982547993,398125.0,2.680965147453083,0.123,0.103,19.042,-0.456,25.716,15.171,4,0
E01000450,2018,0.35335497835497837,8062.82722513089,404375.0,4.87012987012987,0.123,0.103,19.042,-0.456,25.716,15.171,4,0
E01000450,2019,0.35313531353135313,7931.93717277486,371625.0,6.05060506050605,0.123,0.103,19.042,-0.456,25.716,15.171,4,0
E01000451,2015,0.36149425287356324,8353.33653384541,291250.0,1.1494252873563218,0.043,0.038,17.165,-0.978,18.542,20.03,4,0
E01000451,2016,0.35511363636363635,8449.3518963034,344437.5,1.7045454545454544,0.043,0.038,17.165,-0.978,18.542,20.03,4,0
E01000451,2017,0.34630795649685175,8386.94191070571,382937.5,2.8620492272467084,0.043,0.038,17.165,-0.978,18.542,20.03,4,0
E01000451,2018,0.35734543391945545,8463.7542006721,351599.0,2.268859897901305,0.043,0.038,17.165,-0.978,18.542,20.03,4,0
E01000451,2019,0.3602983362019507,8367.73883821411,362500.0,3.442340791738382,0.043,0.038,17.165,-0.978,18.542,20.03,4,0
E01000452,2015,0.3528591352859135,9001.88323917137,318750.0,2.7894002789400276,0.056,0.042,14.166,-0.962,15.224,20.561,2,0
E01000452,2016,0.357592722183345,8970.49591964846,377500.0,3.4989503149055285,0.056,0.042,14.166,-0.962,15.224,20.561,2,0
E01000452,2017,0.36408450704225354,8913.99874450721,378500.0,2.8169014084507045,0.056,0.042,14.166,-0.962,15.224,20.561,2,0
E01000452,2018,0.35694249649368864,8951.66352793471,406562.5,0.0,0.056,0.042,14.166,-0.962,15.224,20.561,2,0
E01000452,2019,0.3617771509167842,8901.44381669805,395187.5,2.8208744710860367,0.056,0.042,14.166,-0.962,15.224,20.561,2,0
E01000453,2015,0.3689064558629776,7218.25962910128,319475.0,1.976284584980237,0.052,0.041,19.152,-1.101,14.788,20.351,0,1
E01000453,2016,0.368561872909699,7108.89205896338,380750.0,2.6755852842809364,0.052,0.041,19.152,-1.101,14.788,20.351,0,1
E01000453,2017,0.37338764426340804,7004.27960057061,405375.0,1.357773251866938,0.052,0.041,19.152,-1.101,14.788,20.351,0,1
E01000453,2018,0.36810228802153433,7066.09605325725,415750.0,0.6729475100942126,0.052,0.041,19.152,-1.101,14.788,20.351,0,1
E01000453,2019,0.3633310946944258,7080.36138849263,412500.0,4.701141705842848,0.052,0.041,19.152,-1.101,14.788,20.351,0,1
E01000454,2015,0.38461538461538464,7851.92401363857,279375.0,2.4813895781637716,0.116,0.09,23.051,-0.291,22.405,22.02,5,0
E01000454,2016,0.3765206812652068,8007.79347296639,315000.0,5.474452554744526,0.116,0.09,23.051,-0.291,22.405,22.02,5,0
E01000454,2017,0.3666462293071735,7944.47150511446,360000.0,4.291845493562231,0.116,0.09,23.051,-0.291,22.405,22.02,5,0
E01000454,2018,0.36933174224343673,8163.6629322942,355000.0,4.176610978520286,0.116,0.09,23.051,-0.291,22.405,22.02,5,0
E01000454,2019,0.36040308239478364,8217.24305893813,388125.0,5.334914048606994,0.116,0.09,23.051,-0.291,22.405,22.02,5,0
E01000455,2015,0.3502824858757062,6730.03802281368,296625.0,2.824858757062147,0.049,0.043,15.974,-0.887,16.22,20.012,2,0
E01000455,2016,0.3447887323943662,6749.04942965779,356250.0,5.633802816901409,0.049,0.043,15.974,-0.887,16.22,20.012,2,0
E01000455,2017,0.3487323943661972,6749.04942965779,387500.0,3.9436619718309855,0.049,0.043,15.974,-0.887,16.22,20.012,2,0
E01000455,2018,0.341643059490085,6711.02661596958,381875.0,2.8328611898017,0.049,0.043,15.974,-0.887,16.22,20.012,2,0
E01000455,2019,0.3297632468996618,6745.24714828897,386311.875,2.254791431792559,0.049,0.043,15.974,-0.887,16.22,20.012,2,0
E01000456,2015,0.33584647018505825,8643.36492890995,319000.0,3.427004797806717,0.039,0.041,12.419,-1.267,16.809,18.498,5,0
E01000456,2016,0.344640434192673,8732.22748815165,360625.0,0.0,0.039,0.041,12.419,-1.267,16.809,18.498,5,0
E01000456,2017,0.34108527131782945,8406.3981042654,400750.0,0.7047216349541932,0.039,0.041,12.419,-1.267,16.809,18.498,5,0
E01000456,2018,0.3460183227625088,8406.3981042654,408750.0,0.7047216349541932,0.039,0.041,12.419,-1.267,16.809,18.498,5,0
E01000456,2019,0.3500357909806729,8276.0663507109,391375.0,1.4316392269148175,0.039,0.041,12.419,-1.267,16.809,18.498,5,0
E01000457,2015,0.3401360544217687,6912.99966409136,261436.875,32.06997084548105,0.081,0.049,13.122,-0.47,24.27,19.804,7,48
E01000457,2016,0.33680720037896733,7091.03123950285,260250.0,40.26527711984841,0.081,0.049,13.122,-0.47,24.27,19.804,7,48
E01000457,2017,0.336802270577105,7101.10849848841,310625.0,46.830652790917696,0.081,0.049,13.122,-0.47,24.27,19.804,7,48
E01000457,2018,0.3307303628847037,7312.73093718508,303937.5,44.55672944418925,0.081,0.049,13.122,-0.47,24.27,19.804,7,48
E01000457,2019,0.32968536251709984,7366.47631844138,324750.0,41.03967168262654,0.081,0.049,13.122,-0.47,24.27,19.804,7,48
E01000458,2015,0.4291497975708502,4379.43262411347,288000.0,3.373819163292848,0.046,0.032,4.795,-0.809,23.137,11.176,4,0
E01000458,2016,0.41946308724832215,4403.07328605201,407000.0,1.3422818791946307,0.046,0.032,4.795,-0.809,23.137,11.176,4,0
E01000458,2017,0.4171087533156499,4456.26477541371,352212.5,2.6525198938992043,0.046,0.032,4.795,-0.809,23.137,11.176,4,0
E01000458,2018,0.4205488194001276,4630.6146572104,376462.5,3.1908104658583283,0.046,0.032,4.795,-0.809,23.137,11.176,4,0
E01000458,2019,0.4259857789269554,4571.51300236406,346550.0,1.9392372333548804,0.046,0.032,4.795,-0.809,23.137,11.176,4,0
E01000459,2015,0.4058127018299246,5991.61560786843,245624.375,4.843918191603875,0.121,0.077,10.295,-0.455,23.98,13.645,8,22
E01000459,2016,0.3991507430997877,6075.45952918413,290012.5,7.961783439490445,0.121,0.077,10.295,-0.455,23.98,13.645,8,22
E01000459,2017,0.4010752688172043,5998.06514027733,312500.0,8.602150537634408,0.121,0.077,10.295,-0.455,23.98,13.645,8,22
E01000459,2018,0.3917525773195876,5943.24411480167,323750.0,5.425935973955507,0.121,0.077,10.295,-0.455,23.98,13.645,8,22
E01000459,2019,0.3925686591276252,5988.39084166398,377250.0,5.923532579429186,0.121,0.077,10.295,-0.455,23.98,13.645,8,22
E01000460,2015,0.31254871395167577,2485.95233481883,327500.0,4.676539360872955,0.034,0.031,8.071,-1.412,24.722,8.031,2,0
E01000460,2016,0.33281972265023113,2515.01646967641,488250.0,0.0,0.034,0.031,8.071,-1.412,24.722,8.031,2,0
E01000460,2017,0.3501199040767386,2423.94884712265,516562.5,3.1974420463629096,0.034,0.031,8.071,-1.412,24.722,8.031,2,0
E01000460,2018,0.3660079051383399,2451.07537298973,522312.5,2.3715415019762847,0.034,0.031,8.071,-1.412,24.722,8.031,2,0
E01000460,2019,0.3870710295291301,2427.82406510366,577812.5,2.3942537909018355,0.034,0.031,8.071,-1.412,24.722,8.031,2,0
E01000461,2015,0.3469387755102041,3078.91332470892,409562.5,2.4009603841536613,0.037,0.035,8.647,-1.506,27.514,13.09,12,0
E01000461,2016,0.34583821805392734,3152.83681389761,488656.25,2.3446658851113713,0.037,0.035,8.647,-1.506,27.514,13.09,12,0
E01000461,2017,0.36774193548387096,3150.98872666789,538125.0,2.932551319648094,0.037,0.035,8.647,-1.506,27.514,13.09,12,0
E01000461,2018,0.38331388564760793,3167.62151173535,537125.0,3.500583430571762,0.037,0.035,8.647,-1.506,27.514,13.09,12,0
E01000461,2019,0.3875878220140515,3156.53298835705,547062.5,3.51288056206089,0.037,0.035,8.647,-1.506,27.514,13.09,12,0
E01000462,2015,0.3937568455640745,3943.8444924406,219749.375,15.33406352683461,0.101,0.06,13.872,-0.471,23.096,32.556,14,23
E01000462,2016,0.3761804826862539,4116.63066954643,305625.0,16.7890870933893,0.101,0.06,13.872,-0.471,23.096,32.556,14,23
E01000462,2017,0.3598014888337469,4352.05183585313,326000.0,18.36228287841191,0.101,0.06,13.872,-0.471,23.096,32.556,14,23
E01000462,2018,0.34852157052835675,4455.72354211663,272500.0,26.175472612699952,0.101,0.06,13.872,-0.471,23.096,32.556,14,23
E01000462,2019,0.3569694026226323,4447.08423326133,291875.0,15.055852355512386,0.101,0.06,13.872,-0.471,23.096,32.556,14,23
E01000463,2015,0.3491078355314197,5464.17973717677,344775.0,1.5515903801396431,0.035,0.035,9.061,-0.803,15.812,16.249,4,0
E01000463,2016,0.34968847352024923,5442.98431538787,390625.0,3.8940809968847354,0.035,0.035,9.061,-0.803,15.812,16.249,4,0
E01000463,2017,0.35578446909667194,5349.72445951674,415500.0,0.7923930269413629,0.035,0.035,9.061,-0.803,15.812,16.249,4,0
E01000463,2018,0.36021926389976505,5413.31072488342,418062.5,1.5661707126076743,0.035,0.035,9.061,-0.803,15.812,16.249,4,0
E01000463,2019,0.36259228876127975,5167.44383213226,419687.5,2.4610336341263332,0.035,0.035,9.061,-0.803,15.812,16.249,4,0
E01000464,2015,0.35398813447593935,10433.287482806,205250.0,7.251153592617007,0.215,0.117,18.513,-0.185,35.396,11.461,3,0
E01000464,2016,0.3602846054333765,10632.7372764786,216875.0,4.527813712807244,0.215,0.117,18.513,-0.185,35.396,11.461,3,0
E01000464,2017,0.3486973947895792,10295.7359009628,228500.0,4.676018704074816,0.215,0.117,18.513,-0.185,35.396,11.461,3,0
E01000464,2018,0.35426305353602117,10405.7771664374,216875.0,5.287508261731658,0.215,0.117,18.513,-0.185,35.396,11.461,3,0
E01000464,2019,0.3594259621656882,10543.3287482806,216875.0,5.218525766470972,0.215,0.117,18.513,-0.185,35.396,11.461,3,0
E01000465,2015,0.3468173706127305,6265.37458069325,183250.0,6.543723973825104,0.225,0.137,26.542,0.065,35.338,10.067,4,2
E01000465,2016,0.35663924794359575,6343.64517331345,185000.0,2.937720329024677,0.225,0.137,26.542,0.065,35.338,10.067,4,2
E01000465,2017,0.35901926444833626,6384.64405516213,175000.0,2.335084646818447,0.225,0.137,26.542,0.065,35.338,10.067,4,2
E01000465,2018,0.3591671486408329,6444.27879239657,323000.0,5.205320994794679,0.225,0.137,26.542,0.065,35.338,10.067,4,2
E01000465,2019,0.36155606407322655,6515.09504286246,309000.0,4.576659038901602,0.225,0.137,26.542,0.065,35.338,10.067,4,2
E01000466,2015,0.3614177803602557,729.391820300911,202000.0,13.364323067983731,0.183,0.115,18.835,-0.319,36.332,9.394,8,3
E01000466,2016,0.3592289719626168,725.57745285018,277500.0,15.771028037383175,0.183,0.115,18.835,-0.319,36.332,9.394,8,3
E01000466,2017,0.36152954808806487,731.510913329095,245750.0,11.00811123986095,0.183,0.115,18.835,-0.319,36.332,9.394,8,3
E01000466,2018,0.3554913294797688,733.206187751642,245750.0,8.092485549132947,0.183,0.115,18.835,-0.319,36.332,9.394,8,3
E01000466,2019,0.3433179723502304,735.749099385463,257750.0,12.096774193548386,0.183,0.115,18.835,-0.319,36.332,9.394,8,3
E01000467,2015,0.36582633053221286,10365.8536585365,196375.0,7.282913165266106,0.157,0.084,14.14,-0.484,31.952,14.221,2,0
E01000467,2016,0.37133370226895407,10493.6120789779,220375.0,7.194244604316547,0.157,0.084,14.14,-0.484,31.952,14.221,2,0
E01000467,2017,0.40170484816196056,10900.1161440185,269375.0,4.794885455514118,0.157,0.084,14.14,-0.484,31.952,14.221,2,0
E01000467,2018,0.3827956989247312,10801.3937282229,236250.0,3.763440860215054,0.157,0.084,14.14,-0.484,31.952,14.221,2,0
E01000467,2019,0.3860232945091514,10470.3832752613,260625.0,5.546311702717693,0.157,0.084,14.14,-0.484,31.952,14.221,2,0
